srcID,runcat,time,flux,fluxErr,dpts,MAvg,deviation,candidate
29842,947,2020-10-06 02:32:37.300,0.1195211291291264,0.0096489116667763,36,0.0892778728501343,3.7264250767027103,1
23241,1101,2020-10-06 01:44:37.300,0.1185646204171646,0.0069291229392793,12,0.06024968591041242,4.525933137744789,1
28240,1124,2020-10-06 02:20:37.300,0.0625218673534388,0.0080929422848194,15,0.035810067740975914,2.661246521495194,1
