runcat,eta,V,maxFlx,avgFlx,freq,dpts,newSrc,ra,dec,logEta,logV,logFlux,distsEta,distsV,probability
956,286.7414014697532,0.0864066622599616,2.585026402934908,2.006472110296028,143.65081787109398,60,N,61.40891592969706,64.91922523380563,2.457490403555944,-1.0634527705860324,0.4124649832482892,1.8045997782241554,0.9185362144674738,99.81187907829079
915,10.3251255602384,1.504820618193733,0.0669060167694486,0.0036200164946214,143.65081787109398,5,N,62.79613317264787,66.44295234468146,1.013895341663753,0.17748473303834914,-1.174534824948577,1.3023621496352835,1.1420493481107434,99.7771648451065
1157,23.84714902828801,0.3380255570070627,0.1253911370530475,0.1119048706840084,143.65081787109398,58,N,62.56119908984087,64.90320677989791,1.3774364657538312,-0.47105046289530067,-0.9017331593983208,1.5040860672223326,0.6684070924715368,99.1288645571506
877,2.46033277032667,0.6548367537489425,0.0708852365394306,0.0259538550400876,143.65081787109398,5,N,64.71259750434264,65.05867478669859,0.39099385122642133,-0.18386695311104037,-1.1494442070891862,0.6645777086732465,0.7967832379873725,98.5025625180153
1007,1.240938167812888,0.4365874509573604,0.0636850892985826,0.0323451890926113,143.65081787109398,2,N,59.5858487235073,65.82832982626451,0.09375014246031976,-0.3599287515822083,-1.1959622378901384,0.39492700518095347,0.5908987653507962,94.89664639676248
1136,8.799628404908722,0.1792672308901982,0.1253911370530475,0.1127098051937952,143.65081787109398,60,N,62.56522066728404,64.90238216097494,0.9444643329336857,-0.7464990899369872,-0.9017331593983208,1.0711139344021872,0.39295846542985036,93.98454098020902
1158,16.23762465172596,0.4511377121198529,0.1253911370530475,0.0481400371969392,143.65081787109398,60,N,62.54696235765627,64.90657814608198,1.2105224980517664,-0.34569086724726644,-0.9017331593983208,1.3371720995202678,0.7937666881195711,93.0045403161388
1033,70.43718915942505,0.0926664738559261,1.83005086363251,1.4398079801439208,143.65081787109398,60,N,58.50884192218745,66.35430849546196,1.8478020168450981,-1.0330773624353393,0.2624631604888714,1.2838876662011185,0.8527455681367746,92.7867782401091
876,3.987164718540713,0.5282516525229062,0.0853795398067953,0.0694889154321649,143.65081787109398,35,N,64.72785079119,65.01821045218384,0.6006641776928977,-0.2771591356756361,-1.068646190360229,0.8263212406617902,0.755290602493664,90.28962738625142
1009,68.80300400081993,0.0637770758021655,2.190598105819771,1.8360930682562988,143.65081787109398,60,N,59.54159674480426,65.83038181180217,1.8376074003357854,-1.195335397167333,0.3405627078050333,1.2273669008013244,0.7405570937875499,87.70493588056476
898,3.300498889463971,0.059903054171706,0.2015765333636694,0.1867667918373108,143.65081787109398,60,N,63.54448390992626,65.65876113925187,0.5185795909583053,-1.2225510344369914,-0.6955600279004435,0.5229338973168065,0.0490839587202101,85.11675449706665
926,6.842155311562521,0.0752688888282896,0.2625663385328643,0.2205756497392743,143.65081787109398,60,N,62.51185797606448,65.04927259934234,0.8351929281052599,-1.1233844952757353,-0.5807609519955107,0.7714521011932378,0.22184809812925477,84.82302657235634
933,1.8934401456117709,0.2444294311098773,0.1178593170851462,0.0843632095156086,143.65081787109398,40,N,62.30876365365552,64.34447424853536,0.27725158099559233,-0.6118465030159178,-0.9286360796757235,0.4198591327107758,0.5103636106231303,79.14358657973597
934,4.871432536464926,0.0666717073801452,0.2478964478115611,0.2110851100439015,143.65081787109398,60,N,62.32682976916087,65.80694517317656,0.6876566924664802,-1.176058422986316,-0.6057296963337943,0.6387265246116882,0.15316672741434179,78.89908613476968
921,0.8669567666469322,0.1272401181854169,0.1217569091298805,0.0915753816713478,143.65081787109398,51,N,62.5553098427377,63.4111428156738,-0.062002559357496934,-0.8953759361754055,-0.914506385252175,0.07222371038952774,0.23589271381169574,63.42395484520091
857,0.8700451768475082,0.2012790125120714,0.0772603484441015,0.0460872413789035,143.65081787109398,14,N,65.8507837235528,64.87622655763545,-0.060458196178863235,-0.6962015069065777,-1.1120433375190617,0.19094066389115255,0.30842635322656853,58.75709557968531
920,0.6663373903400823,0.1557985887402417,0.08128050188204,0.0637329483744612,143.65081787109398,41,N,62.66309452751608,66.90109321997895,-0.1763058163840162,-0.8074364805858001,-1.0900136234173459,0.062025723188488424,0.21131461250240768,58.11193245271193
890,2.5125642484600177,0.0384749641437083,0.3388786627015181,0.3193247654085891,143.65081787109398,60,N,64.15659557351493,65.65070681969651,0.4001171758593531,-1.4148217762319453,-0.4699557754019802,0.270650268770094,0.0014479316100075579,55.19971314539455
1101,3.461437608892425,0.263225146047385,0.1185646204171646,0.0464328408911736,143.65081787109398,60,N,62.54316900716691,64.90743012508277,0.5392565080237408,-0.5796726246782578,-0.9260448847478481,0.6803270459384848,0.5441987020582182,51.703739605900566
897,0.806100999365922,0.1168132155563686,0.1150071322439849,0.089394781948183,143.65081787109398,60,N,63.64874308001523,66.62601097419684,-0.09361054042906178,-0.93250802093483,-0.9392752257493652,0.05530781182226144,0.1828813442484194,50.73691500297279
909,0.8382217185872227,0.1175829846577592,0.0596254484371779,0.0494507083395385,143.65081787109398,60,N,63.14476928501684,65.07822734728454,-0.07664109065036336,-0.929655520129725,-1.224568341653138,0.24150399618476587,0.0028326454382957555,48.98372739365786
859,0.7286919552041119,0.1441565340785275,0.0826875014929016,0.0592965074388497,143.65081787109398,35,N,65.91974777136033,65.81133508209581,-0.1374560250816954,-0.8411656678790593,-1.0825601306273485,0.0964543414032657,0.1823638537677743,39.19950206250267
960,2.2147600246606545,0.3846738882183885,0.055745191578602,0.0393808287076568,143.65081787109398,8,N,61.35040098357105,64.92036719769506,0.3453266761068416,-0.41490729273541493,-1.2537925876688847,0.6808066492333971,0.4988452309395378,37.53152706142333
914,0.5886793670801668,0.1605806550199113,0.0385077553595557,0.0289638139594766,143.65081787109398,29,N,62.95499137280418,64.9553537506668,-0.23012118572726098,-0.7943067748988053,-1.4144517959285574,0.20065668166665668,0.016447252556427094,36.37289954862937
1020,0.5469266933235915,0.131558371961857,0.0680887889268167,0.0504523586004401,143.65081787109398,55,N,59.37474617374424,64.07576026732731,-0.2620708799162071,-0.8808815095612033,-1.1669243904079136,0.021881662150236958,0.08856214930680095,34.84576189157609
997,0.6732748079610915,0.1506263929229702,0.0449457274167937,0.034079402619764,143.65081787109398,40,N,60.1754178791317,65.28417681935063,-0.1718076352991265,-0.8220989239086908,-1.3473115864113483,0.21914481121186255,0.031698640801949174,33.389750826513065
998,0.602748738564593,0.1013231111207766,0.0859994709378153,0.0684667447582293,143.65081787109398,60,N,60.20710655973223,63.72221176859814,-0.21986368984310065,-0.9942914836876264,-1.0655042204947365,0.003929657281076776,0.04017256897269461,32.99624927887467
935,7.207859805814593,0.0097543880158468,4.480740211306621,4.430523321131695,143.65081787109398,60,N,62.26619873532256,64.34255519098338,0.8578063309464184,-2.010799972776695,0.6513497646970948,0.063216907947241,0.12433786397060853,32.045763486472595
871,0.5413719580796159,0.1119733637587142,0.0693066942438076,0.0593177155657033,143.65081787109398,59,N,64.96154935069525,65.17181737116877,-0.26650424351691304,-0.9508852750833501,-1.1592248154208518,0.01288115738800677,0.02349457545265088,31.42534469125806
883,0.6514248967315575,0.0931781844963282,0.085755634085542,0.0660847816166334,143.65081787109398,60,N,64.58695040243379,66.16721233813048,-0.18613564720419892,-1.0306857556919167,-1.066737337502318,0.03838914541557584,0.0029877465927385938,30.86082864528734
984,2.028418495095914,0.0531587841127441,0.2483200942318866,0.2261888144958023,143.65081787109398,60,N,60.60898628126436,64.2326306334063,0.30715756178585246,-1.2744249611221727,-0.6049881356168935,0.2577875238759447,0.05527560329006764,30.68138359802913
932,0.7984131046755055,0.1438560819719566,0.0523656371567229,0.0423156520908636,143.65081787109398,40,N,62.34789320862352,65.67095479862814,-0.09777234341212791,-0.8420717722093661,-1.2809536078378567,0.25381867654638246,0.0542678420936199,30.37705680979424
1028,0.7032154111212092,0.1161239283801329,0.0636666548708831,0.0497530280430558,143.65081787109398,60,N,58.9885114217307,65.14415084238388,-0.15291162017040275,-0.9350782807549639,-1.1960879679354561,0.14833982158429135,0.015668630741616285,30.10592629813243
889,0.6080143470931495,0.1163881946033706,0.0611532745522798,0.0510427437059379,143.65081787109398,56,N,64.06187371826313,63.9715644491957,-0.21608617271760736,-0.9340910684715591,-1.2135802829954754,0.09554114981689718,0.005441533144497468,29.796747093563297
1042,0.7178403654965124,0.0916483422315405,0.1030722807614967,0.0827084758601022,143.65081787109398,60,N,58.12025265706348,65.79390955927367,-0.1439721241310894,-1.037875386306845,-0.9868581138717861,0.03317087263545526,0.04700862549212048,28.51888139870664
1038,0.7645496349765445,0.0853319997836097,0.1033853154836443,0.0845259850781626,143.65081787109398,60,N,58.61613716525577,64.61532572535016,-0.11659431470334511,-1.0688880764134192,-0.9855411426474363,0.05976749693319197,0.016840244635803803,27.784406823151315
1039,0.6141863025046896,0.1069385919277759,0.0753379562975149,0.0588373081796985,143.65081787109398,60,N,58.53826576085263,64.49418235307634,-0.2116998733585356,-0.9708655386013317,-1.1229861651355442,0.04618992140783448,0.026746883069877048,27.58987387000367
862,0.6953496514715479,0.1672408323102613,0.0641355375995424,0.0464230009290085,143.65081787109398,13,N,65.34380169289584,64.09348756177738,-0.15779675869114684,-0.7766576797555965,-1.1929012605490474,0.14156443035496835,0.176132227422637,25.128737276467277
975,0.7798700071199143,0.0926720348268635,0.1065545341157553,0.0855447710808307,143.65081787109398,48,N,60.768717330223446,66.63353205467237,-0.10797778179076604,-1.0330513009437472,-0.9724280654283646,0.06060577262740448,0.06108380393696611,24.706331024481287
937,0.6238961407011524,0.1757737577111981,0.0388165784298746,0.0297374203301283,143.65081787109398,22,N,62.19486023452577,65.03082657505654,-0.2048877008215961,-0.7550459627772086,-1.4109827490742644,0.22383243913851883,0.05793206797779371,24.341638267546244
1006,4.021384123177238,0.0171364316834384,1.624865881489879,1.571980338538257,143.65081787109398,60,N,59.59965663552328,65.86135551991788,0.6043755589543246,-1.76607960607257,0.21081751957170025,0.07109574759887283,0.08663334338862905,24.3010091793644
940,4.406475765384733,0.0519941914149672,0.41155188280181,0.3556673838868837,143.65081787109398,60,N,62.06572431030019,66.44089084667146,0.6440913859437563,-1.284045171313886,-0.38557540712441224,0.46457274822876377,0.18632072645207276,24.112304799480214
918,0.5260336329542856,0.1736669783570522,0.037023933249683,0.0245788355364932,143.65081787109398,14,N,62.64500481262257,65.53706013210596,-0.27898648752022304,-0.7602827519654757,-1.4315174457156088,0.16191417648539974,0.039530500391216084,23.904561340270078
904,0.5163020285389051,0.1505892670728836,0.0499625283066527,0.0360376989303621,143.65081787109398,33,N,63.17992555519484,64.43251128917535,-0.28709616861630216,-0.8222059804402831,-1.3013555926789073,0.0765966550003232,0.0610539368986216,22.593157882044125
1183,0.7299826341763834,0.1045249349732759,0.0849659033532057,0.0683470185616996,143.65081787109398,60,N,60.388417562230366,64.04192154897011,-0.13668747134677417,-0.980780093959382,-1.0707553208311693,0.09022066023370323,0.05031748226917876,21.88398646844935
864,0.8400815897246363,0.0968065761459373,0.1068238755021575,0.088310028988735,143.65081787109398,60,N,65.47633311471829,66.30439183257936,-0.07567853269235728,-1.0140951397279083,-0.9713316701539048,0.09225467518127026,0.08074286332935565,20.543044808368478
1037,0.7264119783664913,0.1158607889556715,0.0724860168080428,0.0597628554551692,143.65081787109398,60,N,58.62985438980153,64.72228324857129,-0.13881700301178115,-0.9360635184925115,-1.1397457645851348,0.12901404911301526,0.05080433671872442,20.187333801689732
961,0.9067502183689732,0.120970054585322,0.0737559717666454,0.0611864506040636,143.65081787109398,60,N,61.30083957088201,64.77342390646723,-0.04251233115813888,-0.9173221233851292,-1.1322028105999027,0.22084448236474444,0.07438151388895442,18.596365462453804
1029,13.46162267036997,0.0383963360263452,1.4323106519647193,1.3128286247912686,143.65081787109398,60,N,58.89155078254488,65.6652994693539,1.1290974131058236,-1.415710216243406,0.15603722174439644,0.6283115190728276,0.4018831259459763,17.867431855456616
893,0.6115998507818015,0.1603058702845741,0.0541412431615139,0.0391928180749048,143.65081787109398,35,N,63.74512652008554,66.26696867735201,-0.2135326292189198,-0.7950505738060674,-1.2664717764194626,0.129468232389767,0.11057333160453575,16.29117209760753
922,4.110831468006202,0.0372203337614902,0.8359982421844997,0.7860131790077443,143.65081787109398,60,N,62.544704029403285,63.338554185415845,0.6139296723494938,-1.4292197367903254,-0.07779463573128813,0.2518453433960522,0.23846417942123144,16.12516396575647
886,2.500241369521349,0.0426448396046884,0.391976844238604,0.3703314009750331,143.65081787109398,60,N,64.05567388771856,63.63900633775957,0.39798193682852295,-1.3701335147145344,-0.4067395878683966,0.23101721295789382,0.08666404287368978,15.960336346543428
981,0.6716362363635772,0.169534341207997,0.0456582716828148,0.0326487187341523,143.65081787109398,20,N,60.64589883941398,65.18901768525986,-0.17286588068734324,-0.7707423170095213,-1.340480532022802,0.21403460325078102,0.08743463147399377,14.456903201209997
1184,0.8770008377366787,0.1164590282061792,0.0849659033532057,0.0683470185616996,143.65081787109398,60,N,60.38822498463057,64.04162339680505,-0.056999991783055176,-0.933826838188622,-1.0707553208311693,0.16990813979742223,0.0972707380399388,12.45151003756287
945,6.350973481734296,0.0148494080079683,2.4000520056342887,2.3501105176683863,143.65081787109398,60,N,61.83046715382129,63.50133399855555,0.8028402993615734,-1.8282908597472691,0.38022065234297997,0.16907597790381712,0.13302630928751258,11.885782584305588
1049,2.8145418557127835,0.0362899942749503,0.5348523573285201,0.4990747472501966,143.65081787109398,60,N,57.76733860603408,64.9949767673472,0.449407711539456,-1.44021310031302,-0.2717660857296533,0.2023810312142449,0.10311586683705087,10.9358584738807
867,1.6959209147010237,0.0804786583430345,0.1738609877389851,0.1540531585672424,143.65081787109398,59,N,65.08084010467672,64.37769891879901,0.22940559608710867,-1.0943192723362787,-0.7597978573901681,0.2718637244984491,0.13613289719361865,7.04691032639289
977,7.322041677027299,0.0151861261324838,2.5074350082155967,2.4457404720083717,143.65081787109398,60,N,60.77575648285495,63.93564133463689,0.8646321965547263,-1.8185529972926726,0.39922968508662104,0.21959232598807377,0.15495084817600446,6.81437537713812
1015,0.717994574386377,0.1982453917534229,0.0432590904976682,0.0307360176196214,143.65081787109398,25,N,59.340755533793,65.3991511793765,-0.14387883754455238,-0.7027968991393382,-1.3639226156411763,0.2569267392311995,0.1403513473662178,5.854307594301517
863,2.359244902751038,0.1282031498471806,0.1351215322430536,0.1150927623287352,143.65081787109398,58,N,65.51068064115105,65.72063503602308,0.37277302540989055,-0.8921013044237194,-0.8692754386225857,0.48016974697096637,0.26816487104547093,4.920438316667102
948,1.8850360693833688,0.0970482130374933,0.159565787571884,0.1283541692630847,143.65081787109398,60,N,61.73604796554714,64.15827191556264,0.27531966466610486,-1.013012456927869,-0.797060219886961,0.33988063249659634,0.19355084034666103,1.5914940731499314
