runcat,eta,V,maxFlx,avgFlx,freq,dpts,newSrc,ra,dec
135,1.4329149578292057,0.08401226535019446,0.0025214226930254527,0.0017125262814016386,1283.8955078125,65,N,-85.12356454497184,7.6686266656727735
31,1.3289524768171757,0.07918257085438267,0.004440426100687165,0.0030851264094366305,1283.8955078125,65,N,-84.37949222674715,6.924911667145858
101,2.265853595602856,0.08410344300074793,0.0014218795285886603,0.0011646935896234732,1283.8955078125,65,N,-84.87965384552551,6.698287633759376
160,1.8075478936979812,0.061956320258692306,0.003787751999070508,0.0027342153638156455,1283.8955078125,65,N,-85.27475790192378,6.781496466120653
409,0.4547452559822159,0.15232770752005687,0.0004715220903398014,0.00026441443242865027,1283.8955078125,53,N,-85.13617586724817,7.11637650614815
195,7.941137709144858,0.3025184270874326,0.00635700388418189,0.002793361585935727,1283.8955078125,64,N,-85.52262061328345,6.7579710036093985
317,0.48015451892698174,0.1659882338550231,0.0004503193084982199,0.00026523584888954265,1283.8955078125,46,N,-84.76090501253053,7.07663936524391
410,0.3719266570853196,0.1637977032145489,0.00039921475026489774,0.00021916596719720886,1283.8955078125,45,N,-85.14100897107163,7.255862119583287
82,1.5438893283229433,0.06502715962984408,0.0015482805492182854,0.00130781161337051,1283.8955078125,64,N,-84.78049042631518,7.2896624189818935
156,1.688448668308024,0.04201029121607278,0.0023864919408897512,0.0019744075143329634,1283.8955078125,65,N,-85.23371020599204,7.223912618829228
25,1.0527004685501622,0.12915599608344322,0.003781922925389969,0.002064362162697284,1283.8955078125,64,N,-84.32579783727758,7.593076090562686
43,0.9147158097018134,0.05788184432139553,0.0029183662536547755,0.0020838449618060316,1283.8955078125,65,N,-84.54176697145515,7.181847095964691
179,3.2348766830804845,0.068449814457373,0.007221415478159654,0.005150052449132847,1283.8955078125,65,N,-85.42059578652672,6.714488298824225
68,7.3919970922086256,0.02708926535904406,0.010177521349383288,0.009494080254389449,1283.8955078125,65,N,-84.69426450863236,7.543608083625556
70,25.959035634110883,0.03185888923607117,0.01891069918704443,0.016806497198145514,1283.8955078125,65,N,-84.71967164097717,7.514185462067093
184,1.4374215801692594,0.11073872960504055,0.0012215713881052787,0.0009226724463402241,1283.8955078125,65,N,-85.45652417606789,7.290401097951629
194,3.738786984192712,0.10863493302877954,0.006190182751791747,0.004737905043689954,1283.8955078125,65,N,-85.51357814523456,6.685085765693835
154,9.343298203405954,0.18795484475627525,0.0012956908909295313,0.0008646275930505608,1283.8955078125,64,N,-85.2265494598832,7.00725154110706
62,0.6248786953780574,0.10138905546942151,0.0014801103131251074,0.0008992623731044944,1283.8955078125,64,N,-84.6783004534379,6.832422331901765
47,185.54305089851692,0.038763264045783515,0.10258146995629173,0.09217119278143629,1283.8955078125,65,N,-84.57138912224683,6.751351494849452
72,1.8453697561438311,0.06429999698373624,0.0030636679087381415,0.002284207360452811,1283.8955078125,65,N,-84.73112071084542,7.67231337685737
95,3.6947651554375365,0.0656976406007509,0.004207034424935888,0.0033063032024584363,1283.8955078125,65,N,-84.85444090547242,7.726242365613841
109,57.77737182347387,0.07119513043456313,0.005734986667906202,0.004550271448416326,1283.8955078125,65,N,-84.9233766371879,7.242174740644429
102,1.5976222570892893,0.0739546472815261,0.002481108890501567,0.0021138127759638605,1283.8955078125,64,N,-84.88126087198867,7.814546259226984
356,0.4844979452671762,0.10391509186097564,0.0004331540591038635,0.00032730194777293305,1283.8955078125,61,N,-84.89505366096765,7.386016944635136
420,0.41390108400701414,0.10746529365345975,0.0004851431634570603,0.00034584180493172804,1283.8955078125,58,N,-85.19147531977275,6.98971301056822
427,0.7883734812312856,0.21598903476989098,0.0006736127303920986,0.00028401233010690084,1283.8955078125,57,N,-85.2040575751164,7.016937790916654
84,8.7995213505141,0.07763773120862051,0.008654699071099007,0.006510047254999402,1283.8955078125,65,N,-84.78808278282223,6.468421356871901
189,17.6548593182738,0.09496360027928989,0.010019636631035547,0.0072264092529807245,1283.8955078125,65,N,-85.48109566145975,7.685349483512728
344,0.6453992326465519,0.1641930427806466,0.0004097029671208566,0.000279877627121876,1283.8955078125,51,N,-84.85729488493051,7.376942218131117
58,20.404097375685197,0.029771301214459377,0.011285898241862543,0.01033937611248294,1283.8955078125,65,N,-84.65252500277496,7.076191900963306
485,12.059265566041542,0.4345211340150493,0.0010035498944658667,0.0008255711344249525,1283.8955078125,24,N,-85.45624357127541,7.290408098919997
42,10.820616292243463,0.024717239192611155,0.015112207401008005,0.014007940919979272,1283.8955078125,64,N,-84.52205268420147,7.186129795262029
64,4.830172860912658,0.08026585992839691,0.010370655900207927,0.007142019399863992,1283.8955078125,65,N,-84.68992477940749,7.975649826664426
46,3.828733959929822,0.1813479955028019,0.017539988409085258,0.007883362313547155,1283.8955078125,65,N,-84.57003263521328,6.283849551290888
220,12.381463460944143,0.1521378293268123,0.10161294253605876,0.05616242649444745,1283.8955078125,65,N,-86.00437759900605,6.891809245700417
71,0.834537973212407,0.13474008922139344,0.0025757884023479426,0.001400931866916746,1283.8955078125,64,N,-84.72321095593793,7.873018212668353
445,0.4875347566264054,0.21567451235361262,0.0008082124206059682,0.00033860344944584766,1283.8955078125,45,N,-85.2692578115873,6.863981984102447
175,1.3518374178120982,0.07936609305811261,0.0022540529474233927,0.0015280636102068847,1283.8955078125,65,N,-85.403349863034,7.071140905907439
104,0.7582164500909729,0.06006198249058246,0.0010918763432598052,0.000910057494249739,1283.8955078125,64,N,-84.90191799576765,6.868672895480515
392,0.5106786608155051,0.09601539677566291,0.000579811761886092,0.000422979915837993,1283.8955078125,62,N,-85.04600356845685,7.468369756511236
