runcat,eta,V,maxFlx,avgFlx,freq,dpts,newSrc
50,3.45298032109262,0.109426850562404,0.00129092400869569,0.000887761065582062,1283.8955078125,8,N
49,0.742903646813277,1.23738441158737,0.000307111209516824,3.73163865455704e-05,1283.8955078125,4,N
1090,0.459695245580399,0.530603335867596,0.000155599341225412,6.24113535289535e-05,1283.8955078125,4,N
1440,0.432509662574081,0.181610950661465,0.000477627451599158,0.000240026043100754,1283.8955078125,62,N
551,0.776171262480333,0.125964257264745,0.00583519276622518,0.00349961091179628,1283.8955078125,65,N
1004,0.660661175370041,0.386320193240601,0.00047314843878973,0.000157759624736361,1283.8955078125,43,N
787,0.498425423984504,0.304375827438203,0.000223293019183722,0.000113269312406824,1283.8955078125,40,N
31,41.5989733371902,0.0291095899307083,0.0293723668121124,0.0271405068343931,1283.8955078125,65,N
1175,0.266787809998618,0.148196193063515,0.000296201360182813,0.000199538352509375,1283.8955078125,61,N
198,19.3840989313205,0.0497283159973592,0.00728386270713567,0.00644428092836741,1283.8955078125,65,N
280,0.871017198115944,0.107460547843341,0.00114679518595216,0.000763834434437605,1283.8955078125,65,N
426,0.880932410364758,0.180705621761513,0.00512530853290689,0.00229812419045491,1283.8955078125,65,N
1151,0.452582316948838,0.289672147390851,0.00019505476494485,0.000138242875896873,1283.8955078125,40,N
107,0.456688416425728,0.234096055275047,0.000455163282634868,0.000249401151111217,1283.8955078125,53,N
256,1.66312301280768,0.0722021840821354,0.00166894211679162,0.00129904910614546,1283.8955078125,65,N
543,34.3161910854854,0.0619691868655488,0.0339965545010606,0.028913765209314,1283.8955078125,65,N
745,0.553875775653727,0.541085773616863,0.000268068786081496,0.000116009332512196,1283.8955078125,14,N
989,0.694129806752166,0.384437965859516,0.000251343467552092,0.000146682072135621,1283.8955078125,46,N
362,21.5583199541639,0.0760560472207979,0.0125890700384755,0.00970289876035913,1283.8955078125,65,N
552,1.06719309494187,0.169852399840897,0.00221816996449638,0.00167923084123429,1283.8955078125,64,N
185,0.660924509872445,0.0732566764243719,0.00118387267719452,0.000841651230054686,1283.8955078125,65,N
1507,0.662505915152135,0.538589960875554,0.000207272729026419,8.57170867723603e-05,1283.8955078125,10,N
559,1.063630899905,3.8514667537806,0.00143642011703079,1.44657538064835e-05,1283.8955078125,4,N
727,0.3565328317646,0.245540983153336,0.000265610280786206,0.000174315360225777,1283.8955078125,45,N
473,1.58629368486165,0.0598846593371039,0.00373388724494854,0.00272721027385974,1283.8955078125,65,N
1363,0.484168446171586,0.278756957812229,0.000233997127200265,0.00012952856410027,1283.8955078125,30,N
388,0.798855394388544,0.22256903646176,0.00196289721279805,0.00108545843262128,1283.8955078125,61,N
1402,0.506401038520908,0.169881771399966,0.000285077057414633,0.000206262187742013,1283.8955078125,62,N
1482,0.612992860521871,0.312572480585257,0.000290713581535125,0.000181630940994499,1283.8955078125,41,N
154,7.70282124450505,0.192081287914443,0.000926188360816914,0.000650604773442059,1283.8955078125,65,N
1134,0.445196506649632,0.255657349679426,0.000260065891376687,0.000152131413683303,1283.8955078125,54,N
492,1.54159558447975,0.0412034688320137,0.00237278120013105,0.00197477459514715,1283.8955078125,65,N
1395,0.394938241792831,0.263059148587782,0.000418653631818759,0.000161962417702209,1283.8955078125,54,N
124,0.438620786827423,0.138214233728778,0.000576264854752801,0.000355051574431174,1283.8955078125,64,N
60,1.04311687312063,0.142078428551558,0.000538703027238958,0.000364072859815206,1283.8955078125,65,N
