runcat,eta,V,maxFlx,avgFlx,freq,dpts,newSrc,ra,dec
34943,0.6050511779929426,0.1094508174363046,0.40741942350371835,0.39511942129884725,123.92425537109999,7,N,158.91571826870123,52.50101594855712
34944,0.24813625723553567,0.06672606598801943,0.4488133157722271,0.42198835113402083,123.92425537109999,7,N,158.22893332931486,53.212842162378934
34945,0.6375844040462996,0.060422807240478646,0.8090256976879812,0.7940780742532494,123.92425537109999,7,N,158.06813606597245,53.74248327256595
34946,18.166933466242362,0.04353416311693821,5.798736947639641,5.658511926267407,123.92425537109999,7,N,157.9312099416259,52.42714284591236
34947,0.4992513092808179,0.08875685350200108,0.45973226017138347,0.41462776469726637,123.92425537109999,7,N,157.86596125074786,53.527723335021136
34948,0.6099538889218765,0.07282882882109673,0.6052154821433772,0.5826267243638983,123.92425537109999,7,N,157.42518891768137,52.034004456234555
34949,0.706542081823469,0.06630975907470028,0.7013551245912842,0.6657740806668117,123.92425537109999,7,N,157.3345446343893,53.44105074428062
34950,0.8068043790710411,0.09496967776712106,0.5658865923309823,0.49301928989730526,123.92425537109999,7,N,156.75885473444413,52.4149141917749
34951,1.1550012437453547,0.05393953670093831,1.0667935667478987,1.0298616265072211,123.92425537109999,7,N,156.6951156532849,53.714123325794404
34952,3.1214078709258373,0.07095339325027554,1.511808704657352,1.4342571659734626,123.92425537109999,7,N,156.5702712135923,52.863646534908156
34953,3.8577649351053744,0.07000381794299379,1.7133808064584732,1.6743162381422994,123.92425537109999,6,N,162.38064524262953,52.751577867969125
34954,0.310449889215949,0.08630553008097033,0.38078095939654377,0.3427133584149376,123.92425537109999,6,N,162.11404756586225,53.30678719843471
34955,0.8070817791751184,0.10789406672006031,0.4863311145406193,0.4634255460220928,123.92425537109999,6,N,161.94278865837146,52.86711697626863
34956,1.076605931989391,0.08362372153037011,0.7061772905323769,0.6244355429575527,123.92425537109999,6,N,161.77502848696815,53.73871385929573
34957,0.7349269076878255,0.10268947478548653,0.49088478024754456,0.4724311484165914,123.92425537109999,6,N,161.64052016481756,53.21264264545693
34958,6.333096669637737,0.06968993116621733,2.150122970076467,2.0631906772342212,123.92425537109999,6,N,161.42689892765577,52.8516822156535
34959,0.6270716674547484,0.11108863274177348,0.4332189537757257,0.39110836224408374,123.92425537109999,6,N,161.15909511420426,52.26092930834788
34960,0.2676611987925598,0.06277823241571973,0.4343226156945195,0.41530796687558796,123.92425537109999,6,N,161.10414681128938,53.277007152159634
34961,1.5055757343935523,0.07732012572930462,0.8915975492334556,0.8343604821372956,123.92425537109999,6,N,160.95952089112893,53.08939877204274
34962,8.903752421935216,0.07669676892759146,2.507797592857417,2.387872757342894,123.92425537109999,6,N,160.4463959749661,52.557653545656024
34963,3.0947783558172786,0.1016636459845944,1.0421489547088232,1.0036633610154877,123.92425537109999,7,N,157.26630419058117,51.00863953614046
34964,0.7487478671603526,0.09518171078009104,0.4962751208578218,0.4605141640485373,123.92425537109999,7,N,157.14251660126277,51.10471096546282
34965,0.39029404141850454,0.03483966009656201,0.9773786066893633,0.9298845964603217,123.92425537109999,7,N,155.62804119270731,50.107653337280716
34966,0.28755186686539264,0.10948572080002923,0.2565605541084309,0.23407140969932216,123.92425537109999,6,N,155.37879394762817,51.24224907188937
34967,0.13585558060545883,0.042543547820706726,0.45743909452572945,0.4214988487055261,123.92425537109999,7,N,155.3509378142586,50.02122295106756
34968,0.1550673603314221,0.03665171578370827,0.5063462333586733,0.48424462336955787,123.92425537109999,7,N,155.03580357298787,50.48146044104021
34969,0.7573468316341435,0.03474602749792995,1.209702890081711,1.1673324777709633,123.92425537109999,7,N,154.71364742999322,51.55963923558444
34970,0.22309550502167888,0.05113384415621292,0.47933358223351846,0.430471076974781,123.92425537109999,7,N,157.02452374971972,54.40468321895302
34971,1.0663478080693694,0.06585367566782027,0.8307233579084442,0.7864593441886897,123.92425537109999,7,N,156.89044106274977,54.709868660100994
34972,1.187262661957537,0.04733132499628072,1.105079663492028,1.0534071350547611,123.92425537109999,7,N,156.60438255062002,54.48687667159336
34973,0.18508273738534656,0.06649650074098508,0.39862515196352705,0.38399359139680644,123.92425537109999,7,N,155.30739493854034,53.9661746313782
34974,0.573172696720965,0.05066805258043514,0.8632421936212238,0.8223881185474795,123.92425537109999,7,N,154.2110837556788,54.59669084467193
34975,2.6056994051863502,0.08979817533922928,1.1520963170962177,1.0481044509429043,123.92425537109999,7,N,160.44699350889198,54.55735695431766
34976,1.5441587824076828,0.14297294120599632,0.5904976732238262,0.5524881164873953,123.92425537109999,7,N,160.37644821721662,55.2361331536109
34977,21.767037236958263,0.05825424763539765,5.837067556789969,5.617777504158555,123.92425537109999,7,N,159.38493910484158,54.26641803744778
34978,0.5478307376909508,0.06998064582185112,0.6001003364376919,0.5526694224349041,123.92425537109999,7,N,159.23609230830556,55.22644194480272
34979,0.18025356632737596,0.05213642736221898,0.4848260608334352,0.4545755436365818,123.92425537109999,7,N,158.825234892206,55.60160167549953
34980,1.0148420105539073,0.051829325633578685,1.1455113994347683,1.0484867544554064,123.92425537109999,7,N,158.65637360139797,55.17476642446089
34981,0.5150916477122336,0.058845641736183764,0.6727135537387209,0.6063712094687546,123.92425537109999,7,N,158.55749075026543,54.794487111889325
34982,2.0690773355570395,0.0539646253207779,1.796685927284694,1.7427885604424909,123.92425537109999,7,N,158.00975126263353,54.266731581291744
34983,0.8261678639554266,0.09444591249948038,0.686551495771684,0.6267919535302198,123.92425537109999,7,N,157.82070113873618,55.30493380312818
34984,0.6221520328966871,0.08203136355734778,0.6092289706134507,0.5558973833223969,123.92425537109999,7,N,166.55118120878672,52.64116682110048
34985,2.7764054533658595,0.044208774855594025,2.551524119643519,2.4882130346834512,123.92425537109999,7,N,166.1158929095527,53.40612907775282
34986,0.3197186623138436,0.03384376537381138,1.0300614587249213,0.9941641032276337,123.92425537109999,7,N,165.86168362728753,53.11490631002421
34987,0.5570780293231558,0.06700809440897657,0.6415902628843034,0.5912024561428021,123.92425537109999,7,N,165.76117132973098,53.0003813234244
34988,0.2408275422836214,0.025021919673817186,1.180405125832606,1.1420238408423256,123.92425537109999,7,N,165.71338854261597,53.21776980826142
34989,0.6281612021299157,0.06232323755013529,0.8829635753205624,0.837956154255867,123.92425537109999,7,N,165.31221054062,52.26797887551801
34990,1.0656158957609865,0.04972812364054008,1.200927514693299,1.1543545272407114,123.92425537109999,7,N,165.2544936288982,53.607755463305814
34991,3.6334839319329326,0.040077775139267365,3.4013103032049723,3.3350912850519623,123.92425537109999,7,N,165.15906475854737,52.60554287681387
34992,1.6925417973948442,0.03045775614163776,2.7864864787846653,2.7543169215263483,123.92425537109999,7,N,164.87709790604026,52.693074536963145
34993,1.2774723367097134,0.04228013532352118,1.4773003506641091,1.3890877081326642,123.92425537109999,7,N,164.81139922527146,52.17416915768961
34994,0.1465340632636985,0.031852062464386474,0.7132591014481214,0.680883835018418,123.92425537109999,7,N,164.66838624325186,53.59437237569634
34995,0.4409572929246546,0.09109642964447304,0.502263004228706,0.4854530555270355,123.92425537109999,7,N,164.61634975291602,53.88159971173132
34996,0.6146321265267795,0.13212414070379602,0.3249590987943898,0.29624429219006954,123.92425537109999,6,N,164.59651816632925,52.663460522591876
34997,0.5200950287284055,0.03507020958581251,1.413051300158695,1.3566351956443,123.92425537109999,7,N,164.27673434340767,53.43341037578819
34998,1.6130536634212127,0.07931522690080213,1.1950452682106645,1.11989590424085,123.92425537109999,7,N,164.06316821661403,53.62761651005633
34999,2.3529208021105266,0.048165806161890236,2.1782165315740283,2.1118096092471004,123.92425537109999,7,N,163.72669098549645,53.420630074402695
35000,0.32776413906029356,0.03902922661331768,0.8688578142189394,0.8190288869168698,123.92425537109999,7,N,163.59100700474804,53.010826790592226
35001,0.7653594805477633,0.1037390214323138,0.5638773593211248,0.5345830843506988,123.92425537109999,7,N,163.59790111489966,53.13511868860519
35002,1.0997152751381187,0.047597410944176875,1.457830550141972,1.3791357149791033,123.92425537109999,7,N,164.56136889913904,51.364139570492206
35003,0.4608699637448756,0.03796279206222609,0.9674051063166694,0.8903359501547428,123.92425537109999,7,N,164.42649558301494,51.10902751486306
35004,0.29060285247309464,0.04749569416060547,0.4930680161292242,0.4749832154821343,123.92425537109999,7,N,164.12095147754957,50.3322409758935
35005,0.7797380942616293,0.07684148081044408,0.6250615824178498,0.5832362241307989,123.92425537109999,7,N,163.5948695608689,50.59010944874803
35006,0.28613848940176284,0.053904199800090716,0.48519583010328227,0.4380667153993494,123.92425537109999,7,N,163.35602914309032,50.99351267825038
35007,0.6902766186750909,0.04559384415124377,0.9044679165859967,0.8721368131674208,123.92425537109999,7,N,162.97030107629195,50.868571446020596
35008,0.6090172003944697,0.08408622589695736,0.5967757593913463,0.5436538186391372,123.92425537109999,7,N,163.93274798260873,54.96324501071843
35009,2.3309467151303966,0.06269431886021501,1.489774257671593,1.3858387519737037,123.92425537109999,7,N,163.5049448854265,54.80309473924967
35010,1.3816971394911715,0.06825764303060917,1.1717601375049709,1.1056649180103681,123.92425537109999,7,N,163.48869689897538,54.03138883527811
35011,2.710667481450784,0.06285001134681445,1.7969565409489967,1.6585981672285397,123.92425537109999,7,N,163.5047163789312,55.36352335819289
35012,1.1297573949500916,0.0689374311224941,1.0022923458643709,0.9663558823254647,123.92425537109999,7,N,163.40053464801366,54.41145003638924
35013,1.743644309157377,0.04025151367263147,2.1938729133185104,2.1592923872002925,123.92425537109999,7,N,163.377894998113,53.86452946255871
35014,0.38931015347386155,0.07968965630925215,0.5419039788626777,0.5010895842104524,123.92425537109999,7,N,163.1109539144733,54.83295864473491
35015,1.2037639418433213,0.05596012459240876,1.1367179790400537,1.0578881341059307,123.92425537109999,7,N,162.96693135317267,55.388867854853444
35016,1.2803149134837952,0.07566625660117664,0.9810567033477078,0.8744862695072416,123.92425537109999,7,N,161.65949977768406,54.57909455227111
35017,17.11361551089195,0.035345919332966595,8.48319288484367,8.136746784838229,123.92425537109999,7,N,161.58596853607386,54.980410936370546
35018,5.611774116780864,0.05699275609475238,2.959245787340848,2.8457829750589427,123.92425537109999,4,N,168.28018565686898,51.49216208486504
35019,0.25699266352136085,0.06516141059908526,0.4299143717850408,0.4016714452491908,123.92425537109999,7,N,167.31186982823573,51.34710303145866
35020,0.4054588403488388,0.09015420094357357,0.3852328887166273,0.3331937247636192,123.92425537109999,7,N,166.89820156282616,50.39882973219969
35021,1.1062055971739644,0.058197543172643224,0.9224228558918878,0.887700035490811,123.92425537109999,7,N,166.324729848108,51.24811452985177
35022,0.07773728955532247,0.027066215552930418,0.47788820770443247,0.4652356430377953,123.92425537109999,7,N,166.15371109364617,50.79765751351342
35023,0.5009674078523882,0.06179781673311853,0.5217337978519901,0.46250517928092094,123.92425537109999,7,N,166.06234335659818,50.68022216018275
35024,1.0350848381916697,0.028704598822938358,1.8297475499054487,1.7948656226838131,123.92425537109999,7,N,165.93332138390545,50.9004878692579
35025,0.6681580817119342,0.05442397933145967,0.8652930665814462,0.8207059271734518,123.92425537109999,7,N,174.01780994335977,52.43524424219291
35026,2.2000696817125935,0.07239978521003368,1.1532190415644805,1.1044286559262624,123.92425537109999,7,N,173.12397161726867,52.45947021617185
35027,4.9803539565409665,0.07248483762813146,1.755097111415954,1.6819884408251773,123.92425537109999,7,N,171.84340252764773,53.017773509283934
35028,1.1056188699084046,0.08681211082260744,0.7021340134453276,0.6460724133200866,123.92425537109999,7,N,171.49121463816053,52.70150233286107
35029,1.0187786748348189,0.07994877254252537,0.7447853052210852,0.7149788590109631,123.92425537109999,6,N,177.93284621086707,52.737349418579235
35030,1.1840265318758711,0.0827949204906055,0.8591549184774628,0.828709020429706,123.92425537109999,6,N,176.88743544349487,53.06176507969331
35031,0.5029678149906089,0.04700200039793427,0.8314388571698854,0.7871435912372365,123.92425537109999,6,N,176.5200717605381,53.30263942970209
35032,1.4750137506497143,0.1383567946568317,0.57225197994416,0.4740052770301949,123.92425537109999,6,N,176.2777148888978,53.64819060420322
35033,0.6511679379123724,0.10130053410815433,0.48182033801856405,0.4602813333752436,123.92425537109999,6,N,176.25207599848432,51.962175744997666
35034,0.38173218892600785,0.07885478887160534,0.45214484614890454,0.39744960841535276,123.92425537109999,6,N,175.56512364396218,53.58627542580504
35035,0.18105155604632125,0.06679952245438386,0.3377957860493424,0.2918657983754031,123.92425537109999,6,N,175.3688780063325,53.05363012803169
35036,0.440271873288916,0.0842027665182445,0.43190508343363826,0.3714345894444392,123.92425537109999,6,N,175.34183660515987,53.43597949721179
35037,1.4969131668980318,0.06879642580446925,1.0890020622072667,1.0559526989786387,123.92425537109999,6,N,174.98596311058643,53.20232559892952
35038,0.16357474888897325,0.033567801415140486,0.684628295524432,0.6575993661090682,123.92425537109999,6,N,174.8479466982038,53.0134131711894
35039,0.582710713840888,0.030503740352098227,1.554696599837694,1.502079289830608,123.92425537109999,7,N,174.78832324351387,55.66192233241407
35040,1.724684165996742,0.06106855425941346,1.4963217217373128,1.4491921432996058,123.92425537109999,7,N,174.55688718169546,55.78330965408304
35041,1.9893960030829951,0.0707804491969273,1.0808374867977917,1.05925333793838,123.92425537109999,7,N,173.93815551122483,54.554027555940394
35042,5.613210540196078,0.06468605897334338,2.4598561031920227,2.400231270201979,123.92425537109999,7,N,173.79459292038035,55.339416626423244
